customer_sk,full_name,city,source_system,company,company_code,recency_days,frequency,monetary_syp,r_score,f_score,m_score,rfm_code,segment
692,حسن السيد,Quneitra,SYRIATEL,Syriatel,SYRIATEL,11,5,578000.00,4,1,4,414,New
693,ليلى العلي,Tartus,SYRIATEL,Syriatel,SYRIATEL,13,6,365000.00,4,2,2,422,Other
694,عائشة العظمة,Daraa,SYRIATEL,Syriatel,SYRIATEL,23,5,418000.00,4,1,3,413,New
695,عمر البرازي,Hama,SYRIATEL,Syriatel,SYRIATEL,20,7,528000.00,4,3,3,433,Loyal
696,عمر الحمصي,Damascus,SYRIATEL,Syriatel,SYRIATEL,74,9,418000.00,2,4,3,243,At Risk
697,رنا الكردي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,12,72,6867000.00,4,5,5,455,Champions
698,كريم البرازي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,5,66,5125000.00,5,5,5,555,Champions
699,محمد البيطار,Hama,SYRIATEL,Syriatel,SYRIATEL,32,7,305000.00,3,3,2,332,Loyal
700,رنا الكيلاني,Tartus,SYRIATEL,Syriatel,SYRIATEL,17,10,743000.00,4,5,4,454,Champions
701,علي المصري,Homs,SYRIATEL,Syriatel,SYRIATEL,2,11,618000.00,5,5,4,554,Champions
702,نور الرفاعي,Idlib,SYRIATEL,Syriatel,SYRIATEL,75,6,490000.00,2,2,3,223,Other
703,عائشة الدمشقي,Daraa,SYRIATEL,Syriatel,SYRIATEL,6,9,1085000.00,5,4,5,545,Champions
704,علي الكردي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,30,3,215000.00,3,1,1,311,Other
705,سليمان الخطيب,Raqqa,SYRIATEL,Syriatel,SYRIATEL,10,6,540000.00,5,2,3,523,Other
706,عائشة الأحمد,Tartus,SYRIATEL,Syriatel,SYRIATEL,163,5,558000.00,1,1,4,114,Lost
707,نور الحمصي,Homs,SYRIATEL,Syriatel,SYRIATEL,26,6,441000.00,3,2,3,323,Other
708,سارة الأحمد,Daraa,SYRIATEL,Syriatel,SYRIATEL,50,13,882000.00,2,5,5,255,At Risk
709,نزار العمر,Idlib,SYRIATEL,Syriatel,SYRIATEL,39,7,403000.00,3,3,2,332,Loyal
710,طارق الحمصي,Daraa,SYRIATEL,Syriatel,SYRIATEL,2,14,1119000.00,5,5,5,555,Champions
711,ماهر الأحمد,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,89,5,118000.00,1,1,1,111,Lost
712,إبراهيم الكيلاني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,102,5,200000.00,1,1,1,111,Lost
713,بشار السيد,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,64,8,177000.00,2,4,1,241,At Risk
714,رنا الزعبي,Tartus,SYRIATEL,Syriatel,SYRIATEL,14,9,965000.00,4,4,5,445,Champions
715,وليد السوري,Latakia,SYRIATEL,Syriatel,SYRIATEL,53,4,280000.00,2,1,2,212,Other
716,إبراهيم اللاذقاني,Aleppo,SYRIATEL,Syriatel,SYRIATEL,65,6,290000.00,2,2,2,222,Other
717,زينب الرفاعي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,20,7,1010000.00,4,3,5,435,Loyal
718,طارق الحلبي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,71,4,75000.00,2,1,1,211,Other
719,يوسف الحلبي,Damascus,SYRIATEL,Syriatel,SYRIATEL,56,4,540000.00,2,1,3,213,Other
720,باسل السوري,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,7,88,5041000.00,5,5,5,555,Champions
721,محمد الكيلاني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,85,3,120000.00,1,1,1,111,Lost
722,ريم العمر,Tartus,SYRIATEL,Syriatel,SYRIATEL,14,9,441000.00,4,4,3,443,Loyal
723,مصطفى الدمشقي,Hama,SYRIATEL,Syriatel,SYRIATEL,15,10,483000.00,4,5,3,453,Loyal
724,إبراهيم الحسن,Aleppo,SYRIATEL,Syriatel,SYRIATEL,2,7,585000.00,5,3,4,534,Loyal
725,إبراهيم السيد,Raqqa,SYRIATEL,Syriatel,SYRIATEL,13,7,356000.00,4,3,2,432,Loyal
726,هدى الجابري,Damascus,SYRIATEL,Syriatel,SYRIATEL,6,11,636000.00,5,5,4,554,Champions
727,حسين الشامي,Idlib,SYRIATEL,Syriatel,SYRIATEL,60,6,415000.00,2,2,3,223,Other
728,طارق المصري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,27,10,699000.00,3,5,4,354,Loyal
729,سارة الدمشقي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,11,8,685000.00,4,4,4,444,Champions
730,أحمد البيطار,Quneitra,SYRIATEL,Syriatel,SYRIATEL,73,6,454000.00,2,2,3,223,Other
731,ماهر الشامي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,29,7,588000.00,3,3,4,334,Loyal
732,وليد العمر,Raqqa,SYRIATEL,Syriatel,SYRIATEL,23,5,633000.00,4,1,4,414,New
733,حسين السوري,Damascus,SYRIATEL,Syriatel,SYRIATEL,15,8,324000.00,4,4,2,442,Loyal
734,حسين الخطيب,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,66,7,485000.00,2,3,3,233,At Risk
735,رنا الشامي,Tartus,SYRIATEL,Syriatel,SYRIATEL,75,5,174000.00,2,1,1,211,Other
736,عائشة العمر,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,43,8,392000.00,3,4,2,342,Loyal
737,كريم اللاذقاني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,5,4,325000.00,5,1,2,512,New
738,سارة اللاذقاني,Idlib,SYRIATEL,Syriatel,SYRIATEL,206,4,78000.00,1,1,1,111,Lost
739,نور البرازي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,29,5,219000.00,3,1,1,311,Other
740,أحمد الحلبي,Latakia,SYRIATEL,Syriatel,SYRIATEL,21,8,355000.00,4,4,2,442,Loyal
741,يوسف الزعبي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,8,55,3596000.00,5,5,5,555,Champions
742,وليد السوري,Damascus,SYRIATEL,Syriatel,SYRIATEL,70,9,640000.00,2,4,4,244,At Risk
743,أحمد العظمة,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,40,5,855000.00,3,1,5,315,Other
744,كريم البيطار,Idlib,SYRIATEL,Syriatel,SYRIATEL,20,4,420000.00,4,1,3,413,New
745,أيمن الطرابلسي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,20,8,580000.00,4,4,4,444,Champions
746,بشار الحمصي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,28,2,220000.00,3,1,1,311,Other
747,حسين الزعبي,Damascus,SYRIATEL,Syriatel,SYRIATEL,22,11,543000.00,4,5,3,453,Loyal
748,زينب العظمة,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,14,65,4001000.00,4,5,5,455,Champions
749,سامي الحمصي,Latakia,SYRIATEL,Syriatel,SYRIATEL,6,3,305000.00,5,1,2,512,New
750,زينب الحسن,Idlib,SYRIATEL,Syriatel,SYRIATEL,4,5,475000.00,5,1,3,513,New
751,خالد الرفاعي,Daraa,SYRIATEL,Syriatel,SYRIATEL,11,6,425000.00,4,2,3,423,Other
752,سامي الجابري,Daraa,SYRIATEL,Syriatel,SYRIATEL,53,8,995000.00,2,4,5,245,At Risk
753,هدى العلي,Hama,SYRIATEL,Syriatel,SYRIATEL,4,10,556000.00,5,5,4,554,Champions
754,إبراهيم اللاذقاني,Idlib,SYRIATEL,Syriatel,SYRIATEL,2,59,4488000.00,5,5,5,555,Champions
755,يوسف الطرابلسي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,3,6,321000.00,5,2,2,522,Other
756,محمد الدمشقي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,295,1,16000.00,1,1,1,111,Lost
757,علي الكردي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,51,10,663000.00,2,5,4,254,At Risk
758,مريم الشامي,Homs,SYRIATEL,Syriatel,SYRIATEL,17,9,513000.00,4,4,3,443,Loyal
759,حسن الشامي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,4,59,4926000.00,5,5,5,555,Champions
760,نزار السوري,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,45,1,60000.00,3,1,1,311,Other
761,أيمن العمر,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,51,12,946000.00,2,5,5,255,At Risk
762,وليد المصري,Raqqa,SYRIATEL,Syriatel,SYRIATEL,8,8,388000.00,5,4,2,542,Loyal
763,ريم السيد,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,5,6,351000.00,5,2,2,522,Other
764,ماهر الأحمد,Raqqa,SYRIATEL,Syriatel,SYRIATEL,44,5,195000.00,3,2,1,321,Other
765,مريم الحلبي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,121,7,558000.00,1,3,4,134,At Risk
766,بشار الطرابلسي,Idlib,SYRIATEL,Syriatel,SYRIATEL,187,10,979000.00,1,5,5,155,At Risk
767,ريم المصري,Raqqa,SYRIATEL,Syriatel,SYRIATEL,12,8,318000.00,4,4,2,442,Loyal
768,كريم الخطيب,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,19,13,899000.00,4,5,5,455,Champions
769,محمد الجابري,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,25,8,496000.00,3,4,3,343,Loyal
770,نزار الدمشقي,Tartus,SYRIATEL,Syriatel,SYRIATEL,30,7,394000.00,3,3,2,332,Loyal
771,سارة الدمشقي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,51,5,580000.00,2,2,4,224,Other
772,خالد الحمصي,Daraa,SYRIATEL,Syriatel,SYRIATEL,44,7,875000.00,3,3,5,335,Loyal
773,باسل العمر,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,114,11,586000.00,1,5,4,154,At Risk
774,زينب الحمصي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,5,9,462000.00,5,4,3,543,Loyal
775,سامي الحمصي,Daraa,SYRIATEL,Syriatel,SYRIATEL,149,6,143000.00,1,2,1,121,Lost
776,عمر الخطيب,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,20,8,563000.00,4,4,4,444,Champions
777,نور البيطار,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,73,11,771000.00,2,5,5,255,At Risk
778,بشار القباني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,63,7,231000.00,2,3,1,231,At Risk
779,ريم الأحمد,Homs,SYRIATEL,Syriatel,SYRIATEL,13,6,428000.00,4,2,3,423,Other
780,يوسف العمر,Daraa,SYRIATEL,Syriatel,SYRIATEL,247,4,304000.00,1,1,2,112,Lost
781,إبراهيم المصري,Homs,SYRIATEL,Syriatel,SYRIATEL,236,3,180000.00,1,1,1,111,Lost
782,سارة القباني,Idlib,SYRIATEL,Syriatel,SYRIATEL,32,8,528000.00,3,4,3,343,Loyal
783,رنا العمر,Damascus,SYRIATEL,Syriatel,SYRIATEL,6,63,3688000.00,5,5,5,555,Champions
784,خالد الكردي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,82,2,180000.00,1,1,1,111,Lost
785,فاطمة الدمشقي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,24,7,306000.00,3,3,2,332,Loyal
786,زينب البيطار,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,181,3,510000.00,1,1,3,113,Lost
787,خالد القباني,Idlib,SYRIATEL,Syriatel,SYRIATEL,42,11,794000.00,3,5,5,355,Loyal
788,مريم الحسن,Quneitra,SYRIATEL,Syriatel,SYRIATEL,6,8,980000.00,5,4,5,545,Champions
789,مريم العلي,Latakia,SYRIATEL,Syriatel,SYRIATEL,32,3,188000.00,3,1,1,311,Other
790,ريم الخطيب,Latakia,SYRIATEL,Syriatel,SYRIATEL,38,8,318000.00,3,4,2,342,Loyal
791,عائشة البرازي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,253,1,90000.00,1,1,1,111,Lost
792,مريم العمر,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,16,6,315000.00,4,2,2,422,Other
793,نزار الخطيب,Idlib,SYRIATEL,Syriatel,SYRIATEL,10,6,298000.00,5,2,2,522,Other
794,علي الكردي,Daraa,SYRIATEL,Syriatel,SYRIATEL,8,51,4340000.00,5,5,5,555,Champions
795,عمر الشامي,Idlib,SYRIATEL,Syriatel,SYRIATEL,46,8,492000.00,2,4,3,243,At Risk
796,حسين الكردي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,134,3,315000.00,1,1,2,112,Lost
797,عمر السيد,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,89,8,795000.00,1,4,5,145,At Risk
798,علي الكردي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,43,11,1133000.00,3,5,5,355,Loyal
799,حسن الزعبي,Tartus,SYRIATEL,Syriatel,SYRIATEL,34,60,4548000.00,3,5,5,355,Loyal
800,محمد الحسن,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,14,61,4727000.00,4,5,5,455,Champions
801,أيمن الكيلاني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,33,8,580000.00,3,4,4,344,Loyal
802,ريم اللاذقاني,Daraa,SYRIATEL,Syriatel,SYRIATEL,34,16,1501000.00,3,5,5,355,Loyal
803,فاطمة الأحمد,Tartus,SYRIATEL,Syriatel,SYRIATEL,104,7,418000.00,1,3,3,133,At Risk
804,عمر الحسن,Idlib,SYRIATEL,Syriatel,SYRIATEL,22,8,1315000.00,4,4,5,445,Champions
805,نور الكردي,Idlib,SYRIATEL,Syriatel,SYRIATEL,38,8,651000.00,3,4,4,344,Loyal
806,أيمن القباني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,9,11,870000.00,5,5,5,555,Champions
807,زينب الكيلاني,Homs,SYRIATEL,Syriatel,SYRIATEL,35,5,260000.00,3,2,1,321,Other
808,أيمن الرفاعي,Idlib,SYRIATEL,Syriatel,SYRIATEL,39,8,725000.00,3,4,4,344,Loyal
809,طارق القباني,Latakia,SYRIATEL,Syriatel,SYRIATEL,104,7,405000.00,1,3,2,132,At Risk
810,رنا الزعبي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,16,8,476000.00,4,4,3,443,Loyal
811,نور الزعبي,Damascus,SYRIATEL,Syriatel,SYRIATEL,82,9,412000.00,1,4,3,143,At Risk
812,وليد العمر,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,40,8,358000.00,3,4,2,342,Loyal
813,مريم الخطيب,Tartus,SYRIATEL,Syriatel,SYRIATEL,180,4,550000.00,1,1,4,114,Lost
814,سارة البرازي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,52,7,578000.00,2,3,4,234,At Risk
815,ليلى الكيلاني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,20,7,565000.00,4,3,4,434,Loyal
816,مريم الجابري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,129,6,760000.00,1,2,5,125,Lost
817,نور الكيلاني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,12,5,288000.00,4,2,2,422,Other
818,يوسف الدمشقي,Idlib,SYRIATEL,Syriatel,SYRIATEL,47,8,423000.00,2,4,3,243,At Risk
819,يوسف القباني,Damascus,SYRIATEL,Syriatel,SYRIATEL,181,6,234000.00,1,2,1,121,Lost
820,خالد الدمشقي,Idlib,SYRIATEL,Syriatel,SYRIATEL,64,8,418000.00,2,4,3,243,At Risk
821,ماهر الجابري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,78,7,428000.00,1,3,3,133,At Risk
822,وليد الخطيب,Tartus,SYRIATEL,Syriatel,SYRIATEL,33,5,345000.00,3,2,2,322,Other
823,ليلى الحسن,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,30,4,270000.00,3,1,1,311,Other
824,أيمن الكيلاني,Latakia,SYRIATEL,Syriatel,SYRIATEL,10,10,498000.00,5,5,3,553,Loyal
825,سامي الجابري,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,23,6,586000.00,4,2,4,424,Other
826,نزار الرفاعي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,61,5,381000.00,2,2,2,222,Other
827,عمر الجابري,Homs,SYRIATEL,Syriatel,SYRIATEL,20,15,1100000.00,4,5,5,455,Champions
828,أيمن الحمصي,Daraa,SYRIATEL,Syriatel,SYRIATEL,51,10,943000.00,2,5,5,255,At Risk
829,باسل المصري,Damascus,SYRIATEL,Syriatel,SYRIATEL,44,10,523000.00,3,5,3,353,Loyal
830,ماهر المصري,Homs,SYRIATEL,Syriatel,SYRIATEL,60,7,251000.00,2,3,1,231,At Risk
831,سارة العظمة,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,30,14,1014000.00,3,5,5,355,Loyal
832,رنا الكردي,Idlib,SYRIATEL,Syriatel,SYRIATEL,14,7,718000.00,4,3,4,434,Loyal
833,عمر اللاذقاني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,14,67,4719000.00,4,5,5,455,Champions
834,خالد الزعبي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,118,3,115000.00,1,1,1,111,Lost
835,باسل العمر,Idlib,SYRIATEL,Syriatel,SYRIATEL,77,11,650000.00,2,5,4,254,At Risk
836,نزار الحسن,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,49,7,294000.00,2,3,2,232,At Risk
837,باسل العلي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,57,5,256000.00,2,2,1,221,Other
838,أيمن الدمشقي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,1,74,5110000.00,5,5,5,555,Champions
839,مريم الحمصي,Damascus,SYRIATEL,Syriatel,SYRIATEL,54,6,230000.00,2,2,1,221,Other
840,حسين الدمشقي,Damascus,SYRIATEL,Syriatel,SYRIATEL,115,4,695000.00,1,1,4,114,Lost
841,طارق الحسن,Homs,SYRIATEL,Syriatel,SYRIATEL,71,6,468000.00,2,2,3,223,Other
842,نزار الخطيب,Idlib,SYRIATEL,Syriatel,SYRIATEL,233,1,30000.00,1,1,1,111,Lost
843,عائشة البرازي,Hama,SYRIATEL,Syriatel,SYRIATEL,30,7,543000.00,3,3,3,333,Loyal
844,نور العمر,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,6,4,520000.00,5,1,3,513,New
845,مريم اللاذقاني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,12,7,425000.00,4,3,3,433,Loyal
846,عائشة الأحمد,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,78,5,215000.00,1,2,1,121,Lost
847,باسل الحسن,Daraa,SYRIATEL,Syriatel,SYRIATEL,122,2,260000.00,1,1,1,111,Lost
848,رنا العمر,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,16,6,573000.00,4,2,4,424,Other
849,سامي البرازي,Homs,SYRIATEL,Syriatel,SYRIATEL,7,7,225000.00,5,3,1,531,Loyal
850,زينب الجابري,Hama,SYRIATEL,Syriatel,SYRIATEL,136,7,470000.00,1,3,3,133,At Risk
851,محمد العظمة,Tartus,SYRIATEL,Syriatel,SYRIATEL,100,6,495000.00,1,2,3,123,Lost
852,بشار المصري,Homs,SYRIATEL,Syriatel,SYRIATEL,42,10,771000.00,3,5,5,355,Loyal
853,محمد الكيلاني,Homs,SYRIATEL,Syriatel,SYRIATEL,29,8,538000.00,3,4,3,343,Loyal
854,عمر الرفاعي,Idlib,SYRIATEL,Syriatel,SYRIATEL,17,59,4993000.00,4,5,5,455,Champions
855,كريم الكردي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,43,5,365000.00,3,2,2,322,Other
856,عمر القباني,Damascus,SYRIATEL,Syriatel,SYRIATEL,169,4,145000.00,1,1,1,111,Lost
857,ماهر السيد,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,29,8,806000.00,3,4,5,345,Loyal
858,ماهر الخطيب,Raqqa,SYRIATEL,Syriatel,SYRIATEL,29,9,790000.00,3,4,5,345,Loyal
859,حسين الكردي,Latakia,SYRIATEL,Syriatel,SYRIATEL,47,5,385000.00,2,2,2,222,Other
860,بشار اللاذقاني,Latakia,SYRIATEL,Syriatel,SYRIATEL,16,9,384000.00,4,4,2,442,Loyal
861,يوسف القباني,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,22,6,460000.00,4,2,3,423,Other
862,أيمن الطرابلسي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,47,5,104000.00,2,2,1,221,Other
863,خالد العلي,Daraa,SYRIATEL,Syriatel,SYRIATEL,33,8,445000.00,3,4,3,343,Loyal
864,زينب القباني,Latakia,SYRIATEL,Syriatel,SYRIATEL,12,8,585000.00,4,4,4,444,Champions
865,وليد السيد,Idlib,SYRIATEL,Syriatel,SYRIATEL,77,4,324000.00,2,1,2,212,Other
866,ماهر العظمة,Raqqa,SYRIATEL,Syriatel,SYRIATEL,7,5,341000.00,5,2,2,522,Other
867,مريم الشامي,Latakia,SYRIATEL,Syriatel,SYRIATEL,107,2,50000.00,1,1,1,111,Lost
868,عائشة الزعبي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,51,10,858000.00,2,5,5,255,At Risk
869,نزار العمر,Homs,SYRIATEL,Syriatel,SYRIATEL,148,4,131000.00,1,1,1,111,Lost
870,نور الأحمد,Damascus,SYRIATEL,Syriatel,SYRIATEL,18,5,245000.00,4,2,1,421,Other
871,ليلى السوري,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,12,7,586000.00,4,3,4,434,Loyal
872,خالد الرفاعي,Latakia,SYRIATEL,Syriatel,SYRIATEL,25,4,313000.00,3,1,2,312,Other
873,فاطمة الحلبي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,84,11,858000.00,1,5,5,155,At Risk
874,يوسف اللاذقاني,Idlib,SYRIATEL,Syriatel,SYRIATEL,17,4,438000.00,4,1,3,413,New
875,هدى القباني,Idlib,SYRIATEL,Syriatel,SYRIATEL,68,6,438000.00,2,2,3,223,Other
876,أيمن الزعبي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,259,4,458000.00,1,1,3,113,Lost
877,طارق اللاذقاني,Idlib,SYRIATEL,Syriatel,SYRIATEL,80,5,323000.00,1,2,2,122,Lost
878,فاطمة السوري,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,19,9,473000.00,4,4,3,443,Loyal
879,حسين العظمة,Tartus,SYRIATEL,Syriatel,SYRIATEL,124,6,411000.00,1,2,3,123,Lost
880,طارق البرازي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,46,6,216000.00,2,2,1,221,Other
881,سامي الرفاعي,Damascus,SYRIATEL,Syriatel,SYRIATEL,16,13,1111000.00,4,5,5,455,Champions
882,كريم الحمصي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,34,7,529000.00,3,3,3,333,Loyal
883,ريم السيد,Raqqa,SYRIATEL,Syriatel,SYRIATEL,95,7,318000.00,1,3,2,132,At Risk
884,عمر العمر,Homs,SYRIATEL,Syriatel,SYRIATEL,116,7,451000.00,1,3,3,133,At Risk
885,حسين الحمصي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,24,11,1076000.00,3,5,5,355,Loyal
886,عائشة اللاذقاني,Idlib,SYRIATEL,Syriatel,SYRIATEL,58,7,420000.00,2,3,3,233,At Risk
887,علي السيد,Homs,SYRIATEL,Syriatel,SYRIATEL,30,8,334000.00,3,4,2,342,Loyal
888,محمد الشامي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,76,6,530000.00,2,2,3,223,Other
889,رنا الخطيب,Aleppo,SYRIATEL,Syriatel,SYRIATEL,17,8,465000.00,4,4,3,443,Loyal
890,أحمد الزعبي,Tartus,SYRIATEL,Syriatel,SYRIATEL,8,5,436000.00,5,2,3,523,Other
891,وليد الكردي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,50,5,445000.00,2,2,3,223,Other
892,نور الأحمد,Quneitra,SYRIATEL,Syriatel,SYRIATEL,113,8,423000.00,1,4,3,143,At Risk
893,محمد القباني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,14,7,640000.00,4,3,4,434,Loyal
894,سارة العظمة,Quneitra,SYRIATEL,Syriatel,SYRIATEL,33,13,1083000.00,3,5,5,355,Loyal
895,إبراهيم المصري,Homs,SYRIATEL,Syriatel,SYRIATEL,41,6,345000.00,3,2,2,322,Other
896,ماهر القباني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,7,72,4678000.00,5,5,5,555,Champions
897,أحمد الشامي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,13,7,474000.00,4,3,3,433,Loyal
898,سامي الحمصي,Tartus,SYRIATEL,Syriatel,SYRIATEL,32,9,690000.00,3,4,4,344,Loyal
899,وليد السيد,Hama,SYRIATEL,Syriatel,SYRIATEL,17,11,983000.00,4,5,5,455,Champions
900,سليمان الطرابلسي,Latakia,SYRIATEL,Syriatel,SYRIATEL,22,4,460000.00,4,1,3,413,New
901,حسن الطرابلسي,Damascus,SYRIATEL,Syriatel,SYRIATEL,20,9,788000.00,4,4,5,445,Champions
902,إبراهيم البيطار,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,45,8,426000.00,3,4,3,343,Loyal
903,نور المصري,Idlib,SYRIATEL,Syriatel,SYRIATEL,80,9,683000.00,1,4,4,144,At Risk
904,علي السوري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,10,6,521000.00,5,2,3,523,Other
905,أحمد الشامي,Daraa,SYRIATEL,Syriatel,SYRIATEL,129,7,330000.00,1,3,2,132,At Risk
906,محمد العلي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,55,7,295000.00,2,3,2,232,At Risk
907,طارق الأحمد,Daraa,SYRIATEL,Syriatel,SYRIATEL,120,6,615000.00,1,2,4,124,Lost
908,ماهر العلي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,15,9,501000.00,4,4,3,443,Loyal
909,نزار البيطار,Quneitra,SYRIATEL,Syriatel,SYRIATEL,61,5,235000.00,2,2,1,221,Other
910,أيمن الحلبي,Hama,SYRIATEL,Syriatel,SYRIATEL,18,7,618000.00,4,3,4,434,Loyal
911,نزار المصري,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,96,6,680000.00,1,2,4,124,Lost
912,وليد الرفاعي,Latakia,SYRIATEL,Syriatel,SYRIATEL,4,7,710000.00,5,3,4,534,Loyal
913,يوسف الطرابلسي,Idlib,SYRIATEL,Syriatel,SYRIATEL,7,8,503000.00,5,4,3,543,Loyal
914,نور الشامي,Tartus,SYRIATEL,Syriatel,SYRIATEL,120,5,286000.00,1,2,2,122,Lost
915,وليد السوري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,40,10,973000.00,3,5,5,355,Loyal
916,باسل الرفاعي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,102,6,235000.00,1,2,1,121,Lost
917,أحمد الجابري,Idlib,SYRIATEL,Syriatel,SYRIATEL,84,6,360000.00,1,2,2,122,Lost
918,عائشة الأحمد,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,38,5,79000.00,3,2,1,321,Other
919,باسل الخطيب,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,22,10,731000.00,4,5,4,454,Champions
920,نور الجابري,Latakia,SYRIATEL,Syriatel,SYRIATEL,29,8,516000.00,3,4,3,343,Loyal
921,مريم العلي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,39,7,595000.00,3,3,4,334,Loyal
922,نزار اللاذقاني,Tartus,SYRIATEL,Syriatel,SYRIATEL,4,5,288000.00,5,2,2,522,Other
